start	end	eng	cmn	jpn
4587440	4595035	 I thought you knew what you signed up for.  Yeah. I thought I did too.  Well then, I'm sorry, but I don't quite understand. 	 我以为你知道此行的目的  我也这么想来着  不好意思  我有点不明白 	 ぼくは君が加わったことを 知ってると思ってたよ。  ああ、ぼくもそう思ってたよ。  ロン、残念だけど ぼくには全然分からないね… 
4595482	4599039	 What part of this isn't living up to your expectations? 	 到底哪一点让你不满意了 	 どの部分が君の期待どおりじゃないんだ？ 
4599110	4601041	 Did you think we were gonna be staying in a hotel? 	 你是不是认为我们该住五星级酒店 	 ホークラックスを探さない日は ５つ星のホテルに泊まれるとでも？ 
4601325	4605045	 Finding a Horcrux every other day? Thought you'd be back by Christmas? 	 三天打渔两天晒网  你还盼着回家和老妈过圣诞节是吗 	 クリスマスまでに母さんのところに 戻れると思ってたのか？ 
4605200	4610050	 I just thought, after all this time...  ...we would've achieved something. I thought you knew what you were doing. 	 我只是觉得  都这么久了  我们应该有点进展  我以为你知道该怎么做 	 これだけのことをしたんだから  何か結果が出てもいいと思ってたよ。 
4610290	4613053	 I thought Dumbledore told you something worthwhile. 	 邓不利多应该告诉过你一些有价值的信息  我以为你有计划 	 君は分かってると思ってたし、ダンブルドアから 大事なことを聞いてると思ってたよ。 
4613304	4623003	 - I thought you had a plan. - I told you everything Dumbledore told me.  In case you haven't noticed, we found a Horcrux.  Yeah, and we're as close to getting rid of it as we are to finding the rest of them. 	 邓不利多和我说的我都告诉你了  而且我们已经找到了一块魂器  找到了一个  就万事大吉了吗 	 - 君に計画があると思ってたよ。 - ダンブルドアから聞いたことは全部話したよ。  それに気付いてないのかも知れないけど ホークラックスを１つ見つけてるよ。  でも、残りを見つけるのと同じくらい 始末するのは大変なんだ。 
4623424	4628008	 Ron. Please, take--  Take the Horcrux off. You wouldn't be saying this... 	 罗恩  把魂器取下来  如果你没整天戴着这个 	 ロン、ホークラックスを外して。  ホークラックスを外すのよ。 １日中それを着けてるから 
4628210	4629009		 就不会这么说 	
4629129	4637017	 ...if you hadn't been wearing it all day.  Want to know why I listen to that radio?  To make sure I don't hear Ginny's name, or Fred, or George or Mom. 	 知道我为什么每晚都要听广播吗  我想确认名单上没有金妮  弗雷德  乔治  还有我妈 	 こんなことを言ってるのよ。  どうして毎晩ラジオを聞いてるのか 知らないだろう？  ジニーやフレッド、ジョージや母さんの 名前がないことを確認してるんだ。 
4637570	4641021	 You think I'm not listening? You think I don't know how this feels?! 	 你以为我没听吗  你以为我不知道这什么感觉吗 	 ぼくが聴いてないと思ってるのか？ その気持ちが分からないと思ってるのか？ 
4641032	4642022	 No, you don't know how it feels! 	 你就是不知道 	 そうさ、君には分からないんだ。 
4642440	4645025	 Your parents are dead. You have no family. 	 你父母死了  你没有家人 	 君の両親は死んでる。 家族はいないんだ！ 
4646200	4650030	 - Stop. Stop. - Fine, then go! 	 别打了  停下  -让我走  -你走啊 	 - やめて！ - 放せよ！ 
4650050	4651031	 Go, then! 		 もうどっかに行けよ！ 
4654121	4655035	 Fine. 		 出て行けよ！ 
4658070	4659039	 Ron. 	 罗恩 	 ロン… 
4662920	4664044	 And you? 	 你呢 	 君はどうする？ 
4666380	4669049	 Are you coming or you staying? 	 跟我走还是留下 	 君は来るのか残るのか？ 
4675970	4682002	 Fine. I get it.  I saw you two the other night. 	 我明白了  我那晚看见你们了 	 そうかい、分かったよ。  前に二人が一緒なのを見たよ。 
4682160	4684004	 Ron, that's-- That's nothing. 	 罗恩  我和他之间没什么 	 ロン、何にもないのに… 
4686660	4687007		 罗恩 	
4687021	4688008	 Ron-- 		 ロン！ 
4691370	4693013	 Ron, where are you going? 	 罗恩  你去哪 	 ロン、どこに行くの？ 
4694928	4697017	 Please, come back. 	 回来 	 戻って来て！ 
4698268	4700020	 Ron. 	 罗恩 	 ロン！ 
4704420	4705025		 罗恩 	
4705039	4706026	 Ron! 		 ロン！ 
4969370	4970050		 我在结局开启 	
4973040	4983003	 Hermione.  Hermione? You were right.  Snitches have flesh memories...  ...but I didn't catch the first Snitch with my hand, I almost swallowed it. 	 赫敏  赫敏  你说的对  金色飞贼有肉体记忆  我第一次不是用手抓住的它  我差点把它吞了下去 	 ハーマイオニー  君の言ったとおりだ。  スニッチは肉の記憶があるんだ。  でも、ぼくは手でつかまえずに もう少しで飲み込むところだった。 
4988880	4991011	" - ""I open at the close."" - What do you think that means? "	 -我在结局开启  -是的  这什么意思 	" - ""私は最後に開く…"" - どういう意味だと思う？ "
4991720	4993013	 I don't know. 	 不知道 	 分からないわ。 
4995560	4998018	 I found something as well. 	 我也有新发现 	 私も見つけたわ。 
5004330	5012032	 At first I thought it was an eye, but now I don't think it is.  It isn't a rune, and it isn't anywhere in Spellman's Syllabary. 	 我一直以为这是个眼睛的图片  但现在发现不是  它不是魔文  也不在发音表里 	 最初は目だと思ったけど でも、そうじゃないと思う。  最初は目だと思ったけど でも、そうじゃないと思う。 
5012560	5019039	 Somebody inked it in. It isn't part of the book. Somebody drew it.  Luna's dad was wearing that at Bill and Fleur's wedding. 	 是用墨水画的  《诗翁彼豆故事集》  这不是书里的内容  是有人画的  比尔和芙蓉婚礼上  卢娜爸爸身上也戴了这标志 	 誰かが書き込んだのよ。 本の一部じゃなくて、誰かが描いたのよ。  ビルとフレアの結婚式で ルナの父親が身に着けていたよ。 
5022180	5025045	 Why would someone draw it in a children's book? 	 谁会在儿童书上画这个 	 どうして子供の本に描いたのかしら？ 
5028130	5030050	 Look, Hermione, I've been thinking. 	 赫敏  我一直在想 	 ハーマイオニー、考えてたんだけど… 
5031090	5033053	 I want to go to Godric's Hollow. 	 我想去高锥克山谷 	 ゴドリックの谷に行きたいんだ。 
5033380	5036056	 It's where I was born. It's where my parents died. 	 我在那出生  我父母也是在那死的 	 ぼくが生まれた場所で 両親が死んだ場所だ。 
5036710	5037057		 那地方对你如此特别 	
5037070	5040000	 That's exactly where he'll expect you to go because it means something to you. 	 他肯定料到你会去那 	 まさしく、あなたが行くだろうと思われる 場所ね。あなたにとっては意味があるから。 
5040130	5043003	 Yeah, but it means something to him too, Hermione. 	 对他也一样重要  赫敏 	 ハーマイオニー、あいつにも 大事な場所だよ。 
5043070	5045005	 You-Know-Who almost died there. 	 神秘人差点死在那儿 	 ヴォルデモートはそこで 死にそうになったんだ。 
5045180	5050010	 I mean, isn't that exactly the type of place he'd be likely to hide a Horcrux? 	 把魂器藏在那  不正合他意吗 	 まさにホークラックスを 隠すような場所じゃないかな？ 
5050480	5053013	 It's dangerous, Harry. 	 我...太危险了  哈利 	 でも…危険よ、ハリー 
5055090	5059019	 But even I have to admit, recently I've been thinking we'll have to go there. 	 但不得不承认  我最近也一直在想  得去那一趟 	 それでも、最近、そこに行く 必要があると思っていたわ。 
5059310	5062022	 I think it's possible something else is hidden there. 	 还有样东西可能也藏在那儿  什么 	 何か別の物が隠されている 可能性があるわ。 
5062195	5063023	 What? 		 何が？ 
5063990	5066026	 The sword. 	 剑 	 剣よ。 
5066340	5070030	 If Dumbledore wanted you to find it, but didn't want it in the Ministry's hands... 	 如果邓不利多想让你找到  同时不希望落入魔法部之手 	 もし、魔法省の手に渡さずにダンブルドアが あなたに見つけて欲しいと思っていたら… 
5070300	5074034	 ...where better to hide it than the birthplace of the founder of Gryffindor? 	 还有什么地方  会比格兰芬多的出生地更好呢 	 よりよい隠し場所は グリフィンドール創始者の出生地ね。 
5075840	5078038	 Hermione.... 	 赫敏 	 ハーマイオニー 
5082860	5086046	 Don't ever let me give you a haircut again. 	 以后别让我给你剪头发了 	 次は別の人に髪を切ってもらうべきね。 
5107040	5109009	 I still think we should've used Polyjuice Potion. 	 咱们还是该喝复方汤剂的 	 やっぱりポリジュースを 使うべきだったわ。 
5109760	5114014	 No.  This is where I was born. 	 不  这是我出生的地方 	 いや、  ここはぼくの生まれた場所だ。 
5114540	5117017	 I'm not returning as someone else. 	 我不想扮成别人重返故乡 	 誰か別の人として戻りたくない。 
5127094	5130030	 Good night. Ha-ha-ha. 		 おやすみなさい… 
5132870	5135035	 Harry, I think it's Christmas Eve. 	 哈利  今天好像是平安夜 	 ハリー、今日はクリスマス・イブよ。 
5136950	5138038	 Listen. 	 听 	 ほら… 
5144120	5149049	 Do you think they'd be in there, Hermione?  My mom and dad. 	 你觉得他们在里面吗  赫敏  我的爸爸妈妈 	 ハーマイオニー、君はそこにいると思う？  ぼくの母さんと父さんだ。 
5155210	5157057	 Yeah, I think they would. 	 在吧 	 ええ、いると思うわ。 
5194070	5197037	Ignotus Peverell. 	 伊格诺图斯·佩弗利尔 	イグノータス・パラベル 
5198770	5201041	 Hey, Harry? 	 哈利 	 ねえ、ハリー？ 
5207483	5209049		 詹姆士·波特与莉莉·波特 	
5238780	5239019		 圣诞快乐  赫敏 	
5239105	5241021	 Merry Christmas, Hermione. 		 メリークリスマス、ハーマイオニー… 
5242160	5244024	 Merry Christmas, Harry. 	 圣诞快乐  哈利 	 メリークリスマス、ハリー… 
5264340	5270050	 Harry, there's someone watching us. By the church. 	 哈利  有人正盯着我们  教堂那边 	 ハリー、誰か私たちを見てる？ 教会の近く… 
5280000	5282002	 I think I know who that is. 	 我大概知道是谁 	 誰だか分かってるよ。 
5284300	5291011	 I don't like this, Harry.  Hermione, she knew Dumbledore. She might have the sword. 	 -我觉得不妥  哈利  -赫敏  她认识邓不利多  剑可能在她那里 	 ハリー、私は気に入らないわ。  彼女はダンブルドアを知ってたんだ。 彼女が剣を持ってるかも知れない 
5309730	5311031	 This is where they died, Hermione. 	 他们在这死的  赫敏 	 ここが二人が死んだ場所だ。 
5318820	5321041	 This is where he murdered them. 	 这是他杀死他们的地方 	 あいつが二人を殺した場所だ。 
5333800	5336056	 You're Bathilda, aren't you? 	 你是巴希达吗 	 バクショットさんですよね？ 
5341500	5343003	 Here, let me do that. 	 让我来吧 	 ぼくがやるよ。 
5367620	5371031	 Miss Bagshot, who is this man? 	 巴沙特太太  这个男人是谁 	 バクショットさん、これは誰？ 
5383000	5385045	 Harry. 	 哈利 	 ハリー… 
5389189	5391051	 <i>Lumos.</i> 		 ルーモス 
5411515	5412012		 阿不思·邓不利多传 丽塔·斯基特著 	
5491220	5492032	 Harry! 	 哈利 	 ハリー！ 
5543276	5544024	 <i>Confringo!</i> 		 コンフリンゴ！ 
5586700	5589009	 Are you feeling better? 	 感觉好点了吗 	 気分はよくなった？ 
5591820	5594014	 You've outdone yourself this time, Hermione. 	 这次移形成功了  赫敏 	 今回はいつもより いいところだね。 
5594640	5597017	 The Forest of Dean. 	 这是迪恩森林 	 ディーンの森 
5597780	5602022	 I came here once with Mom and Dad, years ago. 	 几年前我和爸妈来过这 	 何年も前に、両親と来たことがあるわ。 
5602770	5605025	 It's just how I remember it. 	 跟我记忆里的一模一样 	 私の記憶のとおりだわ。 
5605110	5609029	 The trees, the river, everything. 	 树林  小河  一切 	 木も川も全部よ。 
5609410	5612032	 Like nothing's changed. 	 都如同没变一般 	 まるで何も変わってないみたい。 
5613610	5616036	 Not true, of course. Everything's changed. 	 但其实不是  一切都变了 	 勿論、そうじゃない。 すべてが変わったわ。 
5617181	5621041	 If I brought my parents back here now, they probably wouldn't recognize any of it. 	 就算我现在带父母回来  他们也未必能认出来了 	 もし、ロンの両親が裁判に かけられたらちっとも楽しくもないし… 
5623500	5627047	 Not the trees, not the river... 	 树林不在  小河不在 	 木も… 川も… 
5629260	5631051	 ...not even me. 	 我也不再是那个我 	 私さえも… 
5636600	5639059	 Maybe we should just stay here, Harry. 	 也许我们就该待在这  哈利 	 私たちここで暮らした方がいいのかも。 
5641420	5643003	 Grow old. 	 慢慢老去 	 年を取って… 
5649560	5653013	 You wanted to know who the boy in the photograph was. 	 你想知道照片里的男孩是谁吗 	 写真の人が誰だか知りたがってたわね… 
5653560	5654014	 I know. 	 我知道 	 分かったわ 
5655800	5658018	 Gellert Grindelwald. 	 吉莱特·格林德沃 	 ゲラート・グリンデルワルド 
5665300	5668028	 He's the thief I saw in Gregorovitch's Wand Shop. 	 我看到他在格里戈维奇的魔杖商店偷东西 	 グレゴロビッチ杖店で見た泥棒だ。 
5668340	5672032	 Speaking of which, where is my wand? 	 对了  我的魔杖哪去了 	 そう言えば、ぼくの杖は？ 
5673330	5676036	 Where's my wand, Hermione? 	 我的魔杖呢  赫敏 	 ハーマイオニー、ぼくの杖は？ 
5684470	5689049	 As we were leaving Godric's Hollow, I cast a curse and it rebounded. 	 离开高锥克山谷的时候  我施咒不小心击中了它 	 ゴドリックの谷から離れるときに 呪文を使ったら、跳ね返ったの。 
5691520	5693053	 I'm sorry. 	 对不起 	 ごめんなさい… 
5693440	5696056	 - I tried to mend it, but wands are different. - It's done. 	 我尽力了  但魔杖没那么容易修好  算了 	 - 修理しようとしたけど、杖はできないの。 - 済んだことさ。 
5698020	5702002	 Leave me yours. Go inside and get warm. 	 先用你的吧  你进去取暖 	 君の杖を置いといて 中で暖まるといいよ。 
5702440	5705005	 I'll take the locket as well. 	 挂坠也给我来戴 	 ロケットもぼくが持つよ。 
5717717	5719019	 <i>Trust me.</i> 		 僕を信じて… 
5804530	5806046	 <i>Lumos.</i> 	 荧光闪烁 	 ルーモス… 
5847240	5848028	 <i>Accio sword.</i> 	 宝剑飞来 	 アクシオ ソード 
5854290	5856036	 <i>Diffindo.</i> 	 四分五裂 	 ディフィンド 
5956590	5957017		 赫敏 	
5957089	5960020	 - Hermione? - Are you mental? 	 你疯了吗 	 - ハーマイオニーなの？ - 気でも狂ったの？ 
5961050	5966026	 It was you?  Well, yeah. Bit obvious, I think. 	 是你  是啊  很明显吧 	 君だったのか  ああ、少しは変かもね。 
5966260	5968028	 And you cast the doe as well, did you? 	 是你召唤出那雌鹿的吗 	 シカを出したのも君なの？ 
5969040	5975035	 - No, I thought that was you. - No, my Patronus is a stag.  Right. Yeah. Antlers. 	 不是  我以为是你呢  不  我的守护神是一只雄鹿  对  刚那头有... 	 - いや、君だと思ってた。 - いや、ぼくの守護霊は雄鹿なんだ。  なるほど　角があったからね。 
5978440	5981041	 Okay, Ron. Do it. 	 行了  罗恩  开始吧 	 よし、ロン、やるんだ。 
5982510	5987047	 I can't handle it. That thing affects me more than it affects you and Hermione. 	 我不能碰它  我比你和赫敏更容易受它影响 	 ぼくには持てないよ。ぼくは君や ハーマイオニーより影響を受けるんだ。 
5987119	5989049	 - All the more reason. - No. I can't. 	 -别说废话了  -不  我不能 	 - だからこそ、君がやるんだ。 - できないよ。 
5989670	5991051	 Then why are you here? 	 那你来干嘛 	 なら、どうしてここに来たんだ？ 
5992070	5994054	 Why did you come back? 	 你回来干嘛 	 どうして戻って来たんだ？ 
6001840	6006006	 Now, I'll have to speak to it in order for it to open. When it does, don't hesitate. 	 现在我用蛇佬腔让它打开  一旦打开  别迟疑 	 ぼくが開くように話しかけるから 開いたら躊躇するなよ 
6006670	6012012	 I don't know what's in there, but it'll put up a fight.  The bit of Riddle that was in that diary tried to kill me. 	 我不知道里面是什么  但肯定有一场恶战  日记中的神秘人想杀了我 	 中に何があるのか知らないけど でも、攻撃してくるだろう。  あの日記に入っていたリドルの欠片が ぼくを殺そうとしたんだ。 
6014814	6016016	 All right. 		 分かった… 
6016880	6017017		 一 	
6017283	6018018	 One... 		 1... 
6019080	6020020	 ...two... 	 二 	 ...2... 
6020940	6023023	 ...three. 	 三 	 ...3 
6033240	6038038	 <i>I have seen your heart, and it is mine.</i> 	 我曾见过你的心  它是属于我的 	 お前の心の中は分かっているぞ… 
6040720	6047047	 <i>I have seen your dreams, Ronald Weasley...</i>  <i>...and I have seen your fears.</i> 	 我曾见过你的梦  罗恩·韦斯莱  我也曾见过你的恐惧 	 お前の夢を知っているぞ、ロナルド・ウィズリー  お前の恐れも知っている。 
6048860	6053053	 <i>Least loved by your mother, who craved a daughter.</i> 	 母亲的爱予你最少  她更希望是个女孩 	 母親からあまり愛されていない。 彼女は娘が欲しかった。 
6053640	6059059	 <i>Least loved by the girl who prefers your friend.</i> 	 心上人之爱予你最少  她更爱你的朋友 	 彼女からあまり愛されていない。 彼女はお前より友達の方が好きだ。 
6059258	6061001	 Ron, kill it! 	 罗恩  快刺 	 ロン、やるんだ！ 
6067950	6071011	 We were better without you. 	 没有你我们会更好 	 ぼくらは君がいない方がいいんだ 
6071250	6073013	 Happier without you. 	 更开心 	 いない方が幸せなんだ。 
6073280	6078018	 Who could look at you compared to Harry Potter? 	 有了哈利·波特  谁会看你一眼 	 誰もあなたに目を向けないわ。 みんなはハリー・ポッターを見てる。 
6080146	6083023	 What are you compared with the Chosen One? 	 和被选中的人相比  你算什么 	 選ばれし者と比べて、あなたは何なの？ 
6083200	6084024	 Ron, it's lying! 	 罗恩  它在说谎 	 ロン、騙されるな！ 
6084690	6087027	 Your mother confessed she would have preferred me as a son. 	 你妈跟我说过  更希望我做她的儿子 	 君の母親もぼくが 息子だった方がよかったんだ。 
6087690	6095035	 What woman would take you?  You are nothing.  Nothing. 	 哪个女人会喜欢你  你和他相比一无是处 	 女の人はだれもあなたを選ばないわ。  あなたは無価値よ…  彼と比べれば 
6096490	6100040	 Nothing compared to him. 	 一无是处 	 無価値なのよ。 
6150740	6155035	 Just think...  ...only three to go. 	 想想  只剩下三个了 	 今思ったんだけど  あと３つだけだね。 
6158230	6160040	 Hermione? 	 赫敏 	 ハーマイオニー？ 
6162270	6164044	 Hermione? 	 赫敏 	 ハーマイオニー？ 
6168520	6171051	 Is everything all right? 	 还好吗 	 変わったことはないの？ 
6171520	6176056	 It's fine. Actually, you know, it's more than fine. 	 很好  应该是好极了 	 大丈夫だよ。 まあそうね、もっといいかも。 
6180846	6182002	 Hey. 		 やあ… 
6186300	6192012	 You complete ass, Ronald Weasley! 	 你  罗恩·韦斯莱  十足的大混蛋 	 あなたって 本当にどうしようもない人ね！ 
6192420	6196016	" You show up here after weeks, and you say ""hey""? "	 走了几个星期  回来就说声  嘿 	" 何週間ぶりに姿を見せて それで""やあ""って？ "
6198660	6201021	 - Where's my wand? Where's my wand? - I don't know. 	 我的魔杖呢  哈利  -我的魔杖呢  -我不知道 	 - 私の杖を出して - 知らないよ 
6201630	6208028	 - Harry Potter, give me my wand. - I don't have it.  - How come he's got your wand? - Never mind why he's got my wand. 	 哈利·波特  把魔杖给我  -他怎么拿你的魔杖  -关你什么事 	 - ハリー、私の杖を渡しなさい！ - もってないよ  - どうしてハリーが君の杖を持ってるんだ？ - そんなことどうでもいいわ。 
6209950	6211031	 What is that? 	 这是什么 	 それは？ 
6214190	6215035	 You destroyed it. 	 你摧毁了魂器 	 破壊したのね。 
6218480	6222042	 And how is it that you just happen to have the sword of Gryffindor? 	 你怎么会拿到  格兰芬多剑的呢 	 どうしてあなたがグリフィンドールの 剣を持つことになったわけ？ 
6222620	6223043		 说来话长 	
6223255	6225045	 It's a long story. 		 話せば長いよ。 
6227890	6235055	 - Don't think this changes anything. - Oh, of course not.  I only just destroyed a bloody Horcrux. Why would that change anything? 	 别以为这样我就会饶了你  当然不会  我只是摧毁了一个魂器  你当然不会原谅我 	 - これで何でもよくなると思わないで。 - それはそうだ。  何でもよくなるはずないよ。 
6235670	6243003	 Look, I wanted to come back as soon as I left.  - I just didn't know how to find you. - Yeah, how did you find us? 	 我刚走就后悔了  只是不知道上哪找你们  那你怎么找到的 	 ぼくはすぐに戻ろうとしたんだ。 君たちを見つける方法が  - 分からなかったんだ。 - どうやって見つけたんだ？ 
6243670	6254014	 With this. It doesn't just turn off lights.  I don't know how it works, but Christmas morning I was sleeping in this little pub...  ...keeping away from some Snatchers... 	 这个  不只能熄灯  我不知道它是怎么做到的  但圣诞节早上  我睡在一个小酒馆  躲避那些掠夺贼 	 これだよ。明かりを消すだけじゃないんだ。  どんな仕組みかは分からないけど クリスマスの朝、小さなパブで…  危ないやつらから離れて寝てたら… 
6254450	6258018	 ...and I heard it.  It? 	 -我听到它  -它 	 聞こえたんだ。  何が？ 
6259250	6261021	 A voice... 	 一个声音 	 声だ 
6262730	6264024	 ...your voice, Hermione... 	 你的声音  赫敏 	 君の声だよ、ハーマイオニー。 
6265010	6271031	 ...coming out of it.  - And what exactly did I say, may I ask? - My name. 	 从这里面发出来  那我都说了些什么  我的名字 	 そこから出て来てって…  - 本当にそう言ったの？ - ぼくの名前だ… 
6271150	6273033	 Just my name. 	 只有我的名字 	 ぼくの名前だけ 
6273920	6276036	 Like a whisper. 	 像是轻声低语 	 ささやくように… 
6277960	6284044	 So I took it, clicked it, and this tiny ball of light appeared. 	 所以我拿出来  打开  出现了一个小小的蓝色光球 	 それで、これを取り出して ボタンを押したら… 
6284700	6287047	 And I knew. 	 我就知道了  非常肯定 	 小さな光の玉が現れた。 
6287052	6291051	 And sure enough, it floated toward me, the ball of light... 	 那个小光球向我飘来 	 案の定､光の玉はぼくの方に浮かんできて… 
6293050	6297057	 ...went right to my chest, straight through me. Right here. 	 落入了我的胸膛  就从这里 	 真っ直ぐぼくの胸の中に入った。 
6298560	6302002	 And I knew it was gonna take me where I needed to go, so I Disapparated... 	 我知道它会把我带到想去的地方  我用了幻影移形 	 行きたいところに連れて行って くれると分かってたから、姿現しをした。 
6302410	6305005	 ...and came to this hillside. 	 就到了山的这边 	 それでここに来たんだ。 
6305030	6308008	 It was dark. I had no idea where I was. 	 当时很黑  我不知道身处何地 	 暗くて、どこにいるのかも 分からなかった。 
6308230	6311011	 I just hoped that one of you would show yourself. 	 我只希望你们当中有谁能出现 	 君たちの一人でも現れて くれないかと思ってたら… 
6312300	6314014	 And you did. 	 你出现了 	 現れたんだ。 
6330840	6334034	 I've always liked these flames Hermione makes. 	 我一直很喜欢赫敏造的小火苗 	 ハーマイオニーが作る炎が 前から好きだった。 
6337860	6341041	 How long do you reckon she'll stay mad at me? 	 你觉得她还要生我的气多久 	 彼女はいつまでぼくに腹を立ててるかな？ 
6341921	6345045	 Well, just keep talking about that little ball of light touching your heart... 	 多说几遍那个小光球融入你心的故事 	 まあ、胸に入ってきた 光の玉のことを話してれば… 
6345720	6350050	 ...and she'll come round.  It was true. Every word. 	 -她的气就消了  -千真万确 	 そのうち気が変わるよ。  全部本当のことなんだ。 
6351570	6354054	 This is gonna sound crazy... 	 可能听起来不可思议 	 これって、変に聞こえるけど… 
6354640	6359059	 ...but I think that's why Dumbledore left it to me, the Deluminator. 	 但我想这就是邓不利多把它给我的原因  这个熄灯器 	 でも、だからダンブルドアはぼくにあの 道具を残したんだと思う… 
6359520	6364004	 I think he knew that somehow I'd need it to find my way back, and she'd lead me. 	 他知道我可能需要找到回来的路  她将为我指明道路 	 ぼくが帰り道を見つける必要が 出てくることを彼は知ってたんだ。 
6367310	6370010	 Bloody hell, I just realized, you need a wand, don't you? 	 我刚想到  你需要根魔杖是吗 	 彼女がぼくを案内してくるんだ。 そうだ、君は杖が必要なんだよね？ 
6370164	6376016	 - Yeah. - I've got one here.  It's a blackthorn. Ten inches. 	 -是啊  -我这有一根  黑刺李木的  十英寸  没什么特别之处 	 - ああ - ここに１つあるよ。  ブラックソーンの１０インチ。 
6376241	6379019	 Nothing special, but I reckon it'll do. 	 应该还能用 	 一般的な杖だ。 
6379730	6391031	 Took if off a Snatcher a couple of weeks ago.  Don't tell Hermione this, but they're a bit dim, Snatchers.  This one was definitely part troll, the smell of him.  <i>Engorgio.</i> 	 几星期前从一个掠夺贼那抢的  别让赫敏知道  掠夺贼有点傻  但嗅觉非常灵敏 	 ２週間前にひったくりから取り上げたんだ。  ２週間前にひったくりから取り上げたんだ。  ひったくりは少々頭が鈍い。 でも、大抵は匂いに敏感なんだ。  エンゴージオ 
6391480	6394034	 <i>Reducio! What's going on in there?</i> 	 -速速变大  -快弄灭  里面出什么事了 	 - 消えろ！ - そこで何してるの？ 
6394326	6395035	 - Nothing. - Nothing. 	 -没事  -没事 	 何にも 
6397470	6399039	 We need to talk. 	 我们得谈谈 	 話があるの 
6400230	6401041	 Yeah, all right. 	 好啊 	 ああ、いいよ。 
6407960	6412052	 - I want to go see Xenophilius Lovegood. - Sorry? 	 我想去找谢诺菲留斯·洛夫古德  什么 	 - ラブグッドに会いに行きたい - 何だって？ 
6413300	6419059	 See this?  It's a letter Dumbledore wrote to Grindelwald. Look at the signature. 	 看这个  这是邓不利多写给格林德瓦的信  看这个签名 	 これを見て。  ダンブルドアが グリンデルバルトに書いた手紙よ。 
6420396	6422002	 It's the mark again. 	 又是这个符号 	 書名の所を見て。またあの記号よ。 
6423540	6430010	 It keeps cropping up.  In Beedle the Bard, in the graveyard in Godric's Hollow. 	 它时时闪现  在诗翁彼豆故事集里  在高锥克山谷的墓地 	 よく出てくるのよ。  吟遊詩人ビードゥル、 ゴドリックの谷の墓地… 
6430780	6433013	 It was there too. 	 在那也有 	 あそこにもあった。 
6433070	6437017	 - Where? - Outside Gregorovitch's Wand Shop. 	 -哪  -格里戈维奇的魔杖店外 	 - どこに？ - グレゴロビッチ杖店の外だ。 
6437200	6443023	 But what does it mean?  Look, you've got no idea where the next Horcrux is, and neither do I... 	 -它代表什么意思  -听着  你我都不知道下个魂器在哪 	 どういう意味があるんだ？  見て。あなたも私も次のホークラックスが どこにあるか分かってない。 
6444690	6448028	 ...but this, this means something. 	 但这个  这个一定代表着什么 	 でも、これには…大事な意味があるわ。 
6448180	6452032	 - I'm sure of it. - Yeah. Hermione's right. 	 我十分确定  是啊  赫敏说的对极了 	 - 絶対にそう思うわ。 - そうだ。ハーマイオニーの言う通りだ。 
6452520	6455035	 We ought to see Lovegood. 	 我们应该去见见洛夫古德 	 ラブグッドに会いに行くべきだ。 
6455430	6459039	 Let's vote on it. Those in favor? 	 还是投票表决吧  同意的举手 	 さあ、多数決をしよう。 支持するよ。 
6482780	6485005	 You're not still mad at him, are you? 	 你不会还在生他的气吧 	 もうロンに怒ってないんだろう？ 
6485680	6488008	 I'm always mad at him. 	 他什么时候让我省过心 	 いつも怒ってるわよ。 
6490450	6494014	 Luna.  Luna. 	 卢娜  我们来了 	 ルナ  
6494520	6496016		 别碰飞艇李 	
6497540	6500020		 唱唱反调主编  谢·洛夫古德 	
6501745	6505025	Keep off the dirigible plums. 	 别碰飞艇李 	"きんたまに触るな""ってさ 
6513670	6516036	 What is it? Who are you? 	 怎么了  你们是谁 	 何だ？君たちは誰なんだ？ "
6516650	6517037		 想要干什么 	
6517182	6522042	 What do you want?  Hello, Mr. Lovegood. I'm Harry Potter. We met a few months ago. 	 您好  洛夫古德先生  我是哈利·波特  我们几个月前见过 	 何の用だ？  こんにちは、ラブグッドさん… 数ヶ月前に会ったハリー・ポッターです。 
6526520	6528048	 Could we come in? 	 我们能进来吗 	 入ってもいいですか？ 
6532060	6535055	 - Where is Luna? - Luna? 	 -卢娜去哪了  -卢娜吗 	 - ルナはどこに？ - ルナ？ 
6535840	6538058	 She'll be along. 	 她一会儿就来 	 さあね。どこかに行ってるんだろう。 
6548400	6554014	 So how can I help you, Mr. Potter? 	 我能帮您先什么呢  波特先生 	 さて、ポッター君、どんな御用かな？ 
6554470	6557017	 Well, actually.... 	 实际上 	 実は、あなたが結婚式で… 
6558510	6563023	 It was about something you were wearing round your neck at the wedding. A symbol. 	 是关于你在婚礼上戴在脖子上的  那个标志 	 首に着けていた…記号のような… 
6564650	6567027	 You mean this? 	 -你是说这个吗  -是的 	 これのことかい？ 
6567332	6568028	 Yes. 		 そうです 
6568730	6571031	 That exactly. 	 正是这个 	 それのことです。 
6571220	6575035	 What we've wondered is, what is it? 	 我们想知道  这是什么 	 ぼくらは…これが何なのかと…？ 
6575630	6577037	 What is it? 	 这是什么吗 	 何なのかって？ 
6577320	6580040	 Well, it's the sign of the Deathly Hallows, of course. 	 这还用说  死亡圣器的标志啊 	 勿論、死の秘宝の印だよ 
6580430	6581041		 -什么  -什么 	
6581046	6582042	 - The what? - The what? 		 - え､何て？ 
