start	end	eng	cmn	jpn
5740151	5743043	 I've seen what users are capable of, CLU. 	 我了解使用者的能力，库鲁 	 ユーザーが能力あるのを 散々見てきたの 
5743821	5746046	 You don't belong with them. 	 你不属于他们的等级 	 あなたには到底無理よ 
5751245	5754054	 I have something very special in mind for you. 	 我为你准备了特别的计划 	 お前の髪には特別なプログラムがある 
5757543	5761001	 Take her upstairs.  And find them. 	 带她上楼，找出其他两人 	 連れて行け  それから奴らを探せ 
5762006	5767007	 You'll have to excuse me. You arrived just as I was prepared for the toast. 	 请恕我失陪  你们来时我正要举杯庆祝 	 チョット失礼 用事の途中だったので 
5781859	5784024	 CLU begins his speech: Greetings programs. 	 你们好，程式们 	 プログラム諸君 
5788032	5792032	 Together we have achieved a great many things. 	 我们曾经做过不少伟大的事 	 我々は多くの偉業を成し遂げた 
5792174	5800040	 We have created a vast complex system.  We've maintained it,  we've improved it. 	 我们创造出庞大复杂的系统  自我维护，自我改进 	 巨大かつ複雑なシステムを作り 維持し  進化させた 
5800044	5804044	 We have rid it of its imperfection. 	 去除瑕疵 	 不完全なるもの全て消し去った 
5805550	5810050	 Not to mention, ridding of the false deity who sought to enslave us. 	 更别提赶走了想要奴役我们的恶神 	 我々から自由を奪おうとした 支配者の名は言うまでもない 
5812640	5815055	 Kevin Flynn! 	 凯文费林 	 ケビン・フリン！ 
5815977	5819059	 Where are you now? 	 你在哪里？ 	 何処だ？　出て来い！ 
5821315	5827007	 My fellow programs, let there be no doubt.  That our world is a cage no more. 	 我的程式伙伴们，不要再怀疑了  我们的世界不再是个牢笼 	 プログラム諸君 君たちは自由だ  この世界は檻ではなかった 
5827739	5834014	 For at this moment.  The key to the next frontier is finally in our possession. 	 从现在开始，我们已经掌握了  前往下个领域的关键 	 この瞬間から  無限の可能性への鍵は 我らの物となったのだ 
5839667	5847027	 The disc.  And unlike our selfish creator who preserved the privilege of our world only to himself. 	 你的光碟  我不橡想要独占这个世界  自私的创造主一样 	 ディスクだ  ディスクの中心的な創造主は 我我の世界の実権を独り占めにしてた 
5847216	5851031	 I will make their world open, 	 我会开放他们的世界 	 私が彼らの世界へ解き放した 
5851095	5854034	 and available to all of us. 	 让我们所有人分享 	 我々はすべて手に入れる事が 可能となった 
5856684	5862042	 YES!  To all of us. (Soldiers cheer) 	 对，跟我们每个人分享 	 そうだ！  我々のすべてに 
5870573	5882002	 Sam: He's taking all of us with him.  He's figured out how to do it.  And whatever we find there.  There our system will grow, there our system will blossom. 	 他要带领这里所有人  他已经知道要如何进行了  不论我们发现什么东西  在那里，我们的系统会成长  在那里，我们的系统将会茁壮 	 全員連れて行く気だ  方法を見つけたようだ  目的地へ導け  我々のシステムは進化発達をとげ  我々の制度は大きく花開くのだ 
5883920	5888008	 Do this, prove yourselves, prove yourself to me. 	 为我而战，证明你的价值 	 諸君らは良くやってくれた 
5888299	5893013	 Be loyal to me.  And I will never betray you. 	 忠于我，我永远不会背叛你们 	 忠誠に感謝する  私は決して諸君らを裏切らない 
5905817	5907027	 Dad, we have to get your disc. 	 我们必须拿回你的光碟 	 ディスクを取り戻さないと 
5907443	5910030	 No we gotta get to the portal.  You shut them down from the outside. 	 我们一定要到入口  你从外面将他关机 	 ポータルへ向かう お前は外からクルーを消せ 
5910321	5916036	 Even if I make it out you won't last in here.  -Quorra won't last.. -I said it will be all right, come on.  Will you let it go, I'm not going home without you. 	 即使我逃出去，你也无法生存  柯拉也无法生存  没有你我不回去 	 それじゃ父さんは助からないよ  それは覚悟の上だ　だから行け 父さんを置いて帰れないよ 
5917819	5919039	 Sam. 		 サム 
5919497	5921041	 Same team. 	 同一队 	 チームだろ 
5921999	5923043	 Remember? 	 记得吗？ 	 忘れた？ 
5925628	5927047	 I was afraid you were going to say that. 	 我就怕你要说这句话 	 そう言われると忘れてた 
5928631	5931051	 Meet me on the flight deck in five. And get us some wheels. 	 五分钟后在甲板等我  帮我们弄一些交通工具 	 乗り物を調達して フライトデッキに降りよう 
5931165	5933053	 Wheels? What's your plan? 	 交通工具？你想干嘛？ 	 何を考えてる？ 
5933928	5937057	 I'm a user.  I'll improvise. 	 我是使用者，我会想办法 	 オレはユーザーだ アドリブなんて効かない 
5937807	5939059		 把效率提升至极限 	
5941144	5944004	 Rid the new system of its imperfections. 	 把人类世界的瑕疵都除掉 	 新しいシステムから 欠陥品を削除しろ 
5946357	5950010	 My vision is clear. 	 我的计划很明确，程式伙伴们 	 ビジョンは明確だ 
5951362	5955015	 Out there, is a new world! 	 外面就是全新的世界 	 そこに新たな世界が！ 
5955950	5959019	 Out there is our victory. 	 外面就是我们的胜利 	 そこに勝利があるのだ 
5959871	5962022	 Out there, 	 外面… 	 そこに 
5963583	5966026	 is our destiny. 	 就是我们的命运 	 我々の運命がある 
6010046	6013013	 Black Guard: Identify yourself, program. 	 表明身份，程式 	 名を名乗れ　プログラム 
6015593	6019019	 I'm not a program.  My name is Sam Flynn. 	 我不是程式，我是山姆费林 	 プログラムじゃない オレはサム・フリンだ 
6042703	6043043		 表明身份 	
6043169	6045045	 Identify yourself.  I'm taking this vehicle. 	 这飞机我开走了 	 あなたの名は？ オレはこいつに乗りたい 
6045414	6047047	 You are not authorized. 	 你没有被授权使用 	 登録されてない 
6049794	6052052	 Right away, sir. 	 马上好，主人 	 お待ちしておりました 
6053047	6056056	 Watch your step please, as you board the aircraft. 	 登机时请留意您的脚步 	 足元にお気をつけて 
6067478	6068008		 使用者万岁 	
6068102	6070010	 Down with the users. 		 ユーザーはダメ 
6076779	6079019	 Master key, disengaged. 	 主钥匙脱离 	 マスターキー　解除 
6080181	6082022	 Master key, disengaged. 		 マスターキー　解除 
6082410	6086026	 I came with a girl.  A program, where is she? 	 跟我来的女孩，那个程式  她在哪儿？ 	 オレと来た彼女は？ プログラムは何処にいる？ 
6089457	6091031	 Sam. GO! 	 快跑！ 	 サム　逃げて！ 
6106295	6107047	 AAAAH! 		
6117111	6119059	 What are you doing here?  We gotta get to the flight deck. 	 你在这里干什么？  我们得到甲板上 	 どうしたの？ フライトデッキへ 
6119488	6122002	 But CLU will be here any minute. We'll never make it. 	 库鲁随时会过来，我们来不及了 	 もう無理よ クルーがこっちへ向かってる 
6122158	6123003	 Come on. 	 快来 	 いいから 
6129165	6131011	 Come on, kiddo. 	 快点，小子 	 戻って来い 
6134211	6137017	 Radical, man. 	 太好了 	 いかしてるぞ 
6144555	6146026	 Hurry! 	 快 	 急げ！ 
6146156	6148028	 Made it. 	 成功了 	 やったよ 
6166369	6169049	 Try to hold on to this. You're gonna need it. 	 把它拿好，你会需要它的 	 もう取られないで 大事なものでしょ 
6174668	6178058	 You got this, Quorra.  It's all in the wrist. 	 你可以的，柯拉，用手腕的力量 	 お前なら出来る　コツは手首だ 
6193229	6196016		 起飞未经授权 	
6217962	6220040	 Death to the user. 	 使用者该死 	 ユーザーに死を 
6244155	6246006	 Head towards the light, Quorra. 	 柯拉，朝向光柱开 	 光の方へ向かえ　クオラ 
6248534	6250010	 Where did you learn that move back there? 	 刚才的招数你哪学来的？ 	 その技は何処で覚えた？ 
6250453	6253013	 ENCOM tower.  Couple nights ago. 	 英克尔大楼，几个晚上前的事 	 ＥＮＣＯＭタワーで　ついこの間 
6255291	6258018	 ENCOM tower. Huh. 	 英克尔大楼 	 ＥＮＣＯＭタワーか... 
6259795	6263023	 Light-jets.  Here they come. 	 光电战机，来了 	 ライトジェット  追って来た 
6263841	6266026	 -Sam, take the turret. -Huh? 	 山姆，控制发射塔 	 サム　統合へ はぁ？ 
6274933	6277037	 Oh man, I'm all over this. 	 喔，老天！这真的太刺激了 	 これなら任せといて 
6280281	6283043	 Yeaah! 		 イェーイ 
6291228	6294054	 Yeah, ha, ha, ha.  One down, five to go. 	 挂了一台，还有五台 	 イェーイ　どうだ！ 一機撃墜　残り五機 
6299960	6302002	 Nice. 	 干得好 	 上手いな 
6310513	6312012	 We gotta split them up. 	 我们得分散它们 	 分散させろ  分散させろ 
6332500	6333033	 Come on. 		 かかって来い 
6337706	6338038		 不要淹死！ 	
6338072	6340040	 Have a nice swim. 		 泳いでないで 
6345923	6348048	 You gotta get behind them. 	 我们得绕到它们的后方 	 後ろに回りこめ 
6348887	6350050	 Waoooo! 		 ワォォォォ！ 
6355808	6359059	 I don't think this is a good idea.  You're probably right. 	 我想这个主意不太优  你说得对 	 止めた方がいいんじゃないか そうですね 
6364775	6366006	 He's gaining on us. 	 它追上来了 	 追ってくるぞ 
6387138	6388028	 (Laughs) 		
6397057	6398038	 YES! 	 好耶 	 いいぞ！ 
6409987	6411051	 It's jammed. 	 发射器卡住了 	 弾が出ない 
6416660	6420000	 Tron.  What have you become? 	 创，你到底变成什么了？ 	 トロン どうしてここに？ 
6424918	6426006	 Aw, come on. 	 快动啊 	 さぁ　来い 
6429506	6432012	 Flynn, go! 	 费林，快逃 	 フリン　逃げろ！ 
6435346	6437017	 Rinzler, take a shot. 	 林斯勒，攻击 	 いたぞ　撃て 
6440726	6442022	 Finish the game. 	 结束这场游戏 	 くたばれ 
6450451	6452032	 Noooooooo! 	 赶快翻滚 	 まわれ！ 
6464416	6467047	 I, fight for the users! 	 我为使用者而战 	 オレはユーザーの為に戦う 
6468068	6469049	 Aaaaaaah! 		 やめろぉぉぉ！ 
6477137	6479059	 That was him.  It's over. 	 就这样，结束了！ 	 やった　終わった 
6480557	6482002	 It's over! 	 结束了！ 	 終わった！ 
6484084	6485005	 Quorra: Waoooo! 		 やった！ 
6492986	6496016	 Quorra, there's something I need you to do. 	 柯拉，我要你帮我做一件事 	 クオラ　お前に頼みがある 
6544955	6547007	 Let's get you home, Dad. 	 带你回家吧，老爸 	 帰ろう　父さん 
6551086	6553013	 There it is. 	 就在那里，降落 	 あぁ　そうだな 
6553065	6557017	 Take her down.  Hang on.  This could be rough. 	 小心，这可能会有点颠 	 下ろせ 待ってて　かなり揺れるわ 
6609186	6611011	 This is mine. 	 让我来处理 	 これは私がやる 
6616693	6619019	 Had a feeling you'd be here. 	 我就觉得你会在这里 	 ここにいると思ったよ 
6619219	6626026	 The cycle's haven't been kind, have they.  Well, you don't look so bad. 	 周期对你不太友善，是吧  是，你看起来气色不错 	 しっかりしてたな　お前  お前はあまり変わらないな 
6627204	6631031	 I did everything.  Everything you ever asked. 	 我做了该做的，你要求的每一件事 	 お前に頼まれたことは 全部　成し遂げたぞ 
6631333	6636036	 I know you did.  I executed the plan. 	 我知道你都做了  我执行了整个计划  从你的角度看来如此 	 分かってる  プランも実行した 自分なりにな 
6636086	6642042	 As you saw it.  You, you promised that we would change the world, together. 	 你答应我要一起改变世界 	 お前は約束したんだぞ 一緒に世界を変えると 
6642344	6649049	 You broke your promise.  I know, I understand that now.  I took this system to its maximum potential. 	 你违背了你的承诺  我知道，我现在了解了  我带领这系统发挥到最大极限 	 なのに裏切った そうだ  今になって分かった  私はシステムを最高の レベルまで高めた 
6649810	6656056	 I created the perfect system.  The thing about perfection, is that it's unknowable. 	 我创造了完美的系统  关于完美，它本身就是不可知 	 完璧なシステムを作った  完璧かどうかは 我々が決めることじゃない 
6656650	6657057		 它是不可能的 	
6657091	6661001	 It's impossible, but it's also right in front of us all the time. 	 但它也随时存在我们眼前 	 作り出せる物でもない 初めから存在していたんだ 
6661446	6665005	 You wouldn't know that because I didn't when I created you. 	 你不能理解  因为我在创造你当时也不明白 	 お前は昔のままだから それが分からない 
6666910	6669009	 I'm sorry, CLU. 	 我很抱歉，库鲁 	 すまなかった　クルー 
6670998	6673013	 I'm sorry. 	 我很抱歉 	 すまなかった 
6683665	6684024	 (Grunts) 		
6694938	6697037	 Go. 	 去吧 	 行け 
6709620	6711051	 CLU! 	 库鲁！ 	 クルー！ 
6711663	6714054	 Remember what you came for. 	 记住你为什么来这里 	 やるべきことが他にあるだろう 
6727971	6728008		 爸！ 	
6728262	6729009	 DAD! 		 父さん！ 
6729056	6730010	 CLU: You knew I'd beat you. 	 你明知道我会击败你 	 分かってたはずだ 
6730390	6734014	 And still you did all this.  For him. 	 你仍然为他做了这些？ 	 こうなることは 息子の為か？ 
6739816	6740020		 不 	
6740240	6741021	 No. 		 違う 
6746823	6750030	 No.  Why? 	 不，为什么？ 	 違う！  何の為に？ 
6751161	6752032	 He's my son. 	 他是我的儿子 	 大事な息子だぞ 
6758919	6760040	 Gooooo! 	 快走！ 	 逃げろ！ 
6765801	6766046		 爸！ 	
6766099	6767047	 Dad! 		 父さん！ 
6773392	6777057	 Sam, it's time.  No! 	 山姆，时候到了  不！ 	 サム！　時間だ！  いやだ！ 
6777187	6780000	 Sam.  It's what he wants. 	 山姆，这是他想要的 	 サム　彼の望みよ 
6782192	6784004	 I'm not leaving you. 	 我不会抛下你！ 	 置いていけないよ 
6784695	6786006	 Take her. 	 带她走！ 	 クオラを頼む 
6797749	6799019	 Yes. 	 很好 	 父さん！ 
6826778	6828048	 Goodbye, kiddo. 	 再见，小子 	 さらばだ　息子よ！ 
6859936	6861021		 不！ 	 ノォォォ 
6932833	6934034	 Alan. 		 アラン 
6938682	6940040	 You paged me? 	 你有CALL我吗？ 	 呼んだか？ 
6940976	6941041		 对 	
6941408	6943043	 Yeah. 		 あぁ 
6943414	6946046	 You jet ENCOM at 8AM. 	 我要你八点到英克尔碰面 	 朝８時にＥＮＣＯＭに来て 
6947691	6949049	 What about the board? 	 董事会呢？ 	 しかし　委員会が... 
6950986	6953053	 We trim them out. 	 你现在是主席了 	 あなたの会社のために 
6955282	6957057	 I'm taking the company back, Alan. 	 我要收回公司，艾伦 	 会社を取り戻そう 
6961872	6966006	 Oh, and you were right. 	 喔，还有…你是对的 	 あぁ　そうそう  言うとおりだった 
6967460	6969009	 About what? 	 关于什么？ 	 何が？ 
6970505	6972012	 About everything. 	 关于每件事 	 何もかも 
6989274	6991031		 「费林游戏空间」 	
6997032	6998038	 What's next, Sam? 	 接下来呢，山姆？ 	 じゃあ　次は何するの？ 
7003973	7007047	 I guess we're suppose to change the world. 	 我想我们该改变这世界 	 全世界を変えるってのは？ 
7011421	7014054		 来吧，我想给你看样东西 	
